family,stem,dataset,setting,seed,record_n,record_mse_norm,record_rmse_norm,record_mae_norm,record_ci,record_mse_raw,record_rmse_raw,record_mae_raw,unique_n,unique_mse_norm,unique_rmse_norm,unique_mae_norm,unique_ci,unique_mse_raw,unique_rmse_raw,unique_mae_raw,plan__fusion,plan__baseline,plan__variant
primary,kiba_cold_drug_concat_seed123,KIBA,cold_drug,123,11800,0.0010956523030724128,0.03310063901305249,0.02075496387178615,0.7772518870172299,0.3240213248350207,0.5692287104802609,0.3569212460261726,11800,0.001095652226730184,0.033100637859868866,0.02075496148372967,0.7772497378777065,0.3240213022580498,0.5692286906490658,0.35692120495898005,concat,,
primary,kiba_cold_drug_concat_seed2026,KIBA,cold_drug,2026,11800,0.0010919879282454473,0.03304524062925624,0.020986965945211506,0.7784170419519761,0.32293764565797156,0.568276029459251,0.36091096480569784,11800,0.0010919878329606946,0.03304523918752434,0.02098696325761058,0.7784170233011172,0.3229376174790577,0.5682760046659173,0.3609109185872665,concat,,
primary,kiba_cold_drug_product_seed42,KIBA,cold_drug,42,11800,0.0011194440291438178,0.033458093626861314,0.021615753441543904,0.7763419951438694,0.3310573403484742,0.575375825307663,0.37172416679742565,11800,0.001119443903728942,0.03345809175265293,0.02161575004757656,0.7763419530689996,0.3310573032590671,0.5753757930770699,0.37172410843167464,product,,
primary,kiba_cold_drug_product_seed123,KIBA,cold_drug,123,11800,0.0010999886554353686,0.03316607687736626,0.021199053773435495,0.775169886986499,0.3253037304245096,0.5703540395443076,0.36455822010251837,11800,0.0010999885563234603,0.03316607538319028,0.02119905121511454,0.7751692647073753,0.32530370111377677,0.5703540138490978,0.36455817610730296,product,,
primary,kiba_cold_drug_product_seed2026,KIBA,cold_drug,2026,11800,0.001081944271855648,0.03289292130315652,0.02135857050196599,0.7745930658755606,0.31996739785172446,0.5656566077150734,0.3673014149286255,11800,0.0010819441699857397,0.03289291975464841,0.021358568202784187,0.7745923737686696,0.319967367725358,0.5656565810855188,0.3673013753898028,product,,
primary,kiba_cold_drug_attention_seed42,KIBA,cold_drug,42,11800,0.0011260463539758344,0.03355661416138157,0.02219944048736055,0.7669384188712195,0.33300987039204943,0.5770700740742405,0.3817617804000883,11800,0.001126046242336246,0.03355661249793021,0.022199437866283294,0.7669352400634115,0.3330098373764592,0.577070045468017,0.3817617353256585,attention,,
primary,kiba_cold_drug_attention_seed123,KIBA,cold_drug,123,11800,0.0011672189747739714,0.034164586559388824,0.022370892859111396,0.7634942483322411,0.3451860024555993,0.587525320693159,0.3847102314086031,11800,0.001167218875802321,0.034164585110934995,0.022370890615225743,0.7634884162524516,0.3451859731863455,0.5875252957842287,0.38471019282070334,attention,,
primary,kiba_cold_drug_attention_seed2026,KIBA,cold_drug,2026,11800,0.0011304860573020533,0.033622701517011584,0.021839299606064618,0.7724491935622004,0.33432284034574894,0.5782065723820069,0.37556847007243976,11800,0.0011304859443540646,0.03362269983737274,0.021839296721374475,0.7724472021230219,0.3343228069432208,0.5782065434974087,0.3755684204646828,attention,,
primary,kiba_cold_target_concat_seed42,KIBA,cold_target,42,19640,0.0015038838587842762,0.038779941448953685,0.02678941956848331,0.6788364805198769,0.44491828690977875,0.6670219538439337,0.4607828252251467,19627,0.0015021917491317932,0.03875811849318531,0.02677611106519009,0.6789069055182426,0.4444176827418113,0.6666465950875406,0.46055391657965344,concat,,
primary,kiba_cold_target_concat_seed123,KIBA,cold_target,123,19640,0.0015435490234464045,0.03928802646413287,0.027906402080583474,0.6474694889347443,0.4566530741464306,0.6757611073052596,0.47999512492939644,19627,0.0015415106727882616,0.03926207677630236,0.027889491449375053,0.6475234502186478,0.45605003590139237,0.6753147680166578,0.47970425903718705,concat,,
primary,kiba_cold_target_concat_seed2026,KIBA,cold_target,2026,19640,0.0014313530697835984,0.03783322706013324,0.02744540220122716,0.6728479322789513,0.42346033043135556,0.6507382964228827,0.47206584425591147,19627,0.0014289993423643908,0.037802107644473885,0.027427703611258656,0.6729377045587643,0.42276398917794705,0.6502030368876687,0.47176142533159154,concat,,
primary,kiba_cold_target_product_seed42,KIBA,cold_target,42,19640,0.0014463675911173127,0.03803113975569642,0.028469553568576843,0.6713976537629628,0.4279023191338387,0.6541424303115023,0.4896814316074482,19627,0.00144474420183454,0.03800979086807161,0.02845466834811026,0.6714634451503578,0.4274220456243783,0.6537752256122729,0.48942540314355554,product,,
